20251111,3.255
20251112,3.255
20251113,3.255
20251114,3.255
20251115,3.255
20251116,3.255
20251117,3.254
20251118,3.254
20251119,3.254
20260219,3.256
20260220,3.256
20260221,3.257
20260222,3.257
20260223,3.257
20260224,3.257
20260225,3.257
20260226,3.257
20260227,3.257
20260228,3.257
20260301,3.257
20260302,3.257
20260303,3.257
20260304,3.257
20260305,3.257
20260306,3.260
20260307,3.260
20260308,3.260
20260309,3.260
20260310,3.260
20260311,3.262
20260312,3.262
20260313,3.262
20260314,3.262
20260315,3.262
20260316,3.262
20260317,3.262
20260318,3.262
20260319,3.262
20260320,3.262
20260321,3.262
20260322,3.262
20260323,3.262
20260324,3.263
20260325,3.263
20260326,3.263
20260327,3.267
20260328,3.268
20260329,3.267
20260330,3.267
20260331,3.269
20260401,3.266
20260402,3.266
20260403,3.266
20260404,3.266
